claim_label,votes_1,votes_2,votes_3,votes_4,votes_5
REFUTES,"[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]"
NOT_ENOUGH_INFO,"[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]"
REFUTES,"[null, ""REFUTES"", ""REFUTES"", null, null]","[null, ""REFUTES"", ""REFUTES"", null, null]","[null, ""REFUTES"", ""REFUTES"", null, null]","[null, ""REFUTES"", ""REFUTES"", null, null]","[null, ""REFUTES"", ""REFUTES"", null, null]"
REFUTES,"[""REFUTES"", ""SUPPORTS"", null, null, ""REFUTES""]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, ""REFUTES""]","[""REFUTES"", ""SUPPORTS"", null, null, ""REFUTES""]","[""REFUTES"", ""SUPPORTS"", null, null, ""REFUTES""]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, ""REFUTES""]"
REFUTES,"[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
REFUTES,"[""REFUTES"", ""NOT_ENOUGH_INFO"", ""REFUTES"", null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", ""REFUTES"", null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", ""REFUTES"", null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", ""REFUTES"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
DISPUTED,"[""SUPPORTS"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""REFUTES"", ""REFUTES"", ""REFUTES"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]"
NOT_ENOUGH_INFO,"[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]"
SUPPORTS,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""SUPPORTS"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""REFUTES"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, null]"
DISPUTED,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]"
DISPUTED,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
NOT_ENOUGH_INFO,"[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]"
NOT_ENOUGH_INFO,"[""SUPPORTS"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
DISPUTED,"[""SUPPORTS"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""REFUTES"", ""SUPPORTS"", ""REFUTES"", null, null]"
SUPPORTS,"[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
DISPUTED,"[null, ""NOT_ENOUGH_INFO"", ""REFUTES"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""REFUTES"", null, null]","[null, ""REFUTES"", ""REFUTES"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
SUPPORTS,"[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]"
NOT_ENOUGH_INFO,"[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, ""NOT_ENOUGH_INFO""]","[""REFUTES"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""REFUTES"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, ""NOT_ENOUGH_INFO""]","[""REFUTES"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]"
DISPUTED,"[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""REFUTES"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""REFUTES"", null, null]"
SUPPORTS,"[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
DISPUTED,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""SUPPORTS"", ""REFUTES"", ""SUPPORTS"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, null]"
SUPPORTS,"[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
SUPPORTS,"[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, ""SUPPORTS""]","[""SUPPORTS"", ""SUPPORTS"", null, null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, ""NOT_ENOUGH_INFO""]","[""SUPPORTS"", ""SUPPORTS"", null, null, ""SUPPORTS""]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
SUPPORTS,"[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""SUPPORTS"", ""REFUTES"", ""SUPPORTS"", null, null]","[""SUPPORTS"", ""REFUTES"", ""SUPPORTS"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, ""NOT_ENOUGH_INFO""]"
SUPPORTS,"[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]"
SUPPORTS,"[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]"
SUPPORTS,"[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""REFUTES"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""REFUTES"", null, null]"
SUPPORTS,"[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""SUPPORTS""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""SUPPORTS""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, ""SUPPORTS""]"
NOT_ENOUGH_INFO,"[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]"
SUPPORTS,"[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]"
REFUTES,"[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]"
SUPPORTS,"[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
DISPUTED,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, ""SUPPORTS""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, ""SUPPORTS""]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, ""SUPPORTS""]","[""REFUTES"", ""NOT_ENOUGH_INFO"", ""REFUTES"", null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""SUPPORTS"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""REFUTES"", ""NOT_ENOUGH_INFO"", ""REFUTES"", null, ""NOT_ENOUGH_INFO""]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
SUPPORTS,"[""REFUTES"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""REFUTES"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]"
SUPPORTS,"[null, ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""REFUTES"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]"
DISPUTED,"[""REFUTES"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""REFUTES"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
DISPUTED,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
